Blog	looking	second	here	music	until	example	want	wrong	series	re	service	project	person	best	asked	things	couple	had	easy	possible	right	old	people	support	happy	later	time	team	along	love	working	awesome	such	data	so	years	course	didn	internet	million	quite	open	future	san	say	saw	take	ways	going	where	many	wants	photos	single	technology	being	around	traffic	world	power	industry	mean	other	her	am	number	tv	th	large	small	past	hours	via	company	learn	information	its	always	found	week	really	major	also	play	plan	sometimes	set	see	available	last	funny	recent	d	continue	anything	into	link	posted	us	ago	having	try	video	let	great	makes	tools	next	process	high	move	doing	could	start	system	face	fact	should	hope	means	stuff	edition	email	ve	off	less	web	five	become	does	software	much	life	chance	told	work	interview	after	order	office	then	them	they	network	another	do	away	com	voice	hand	photo	night	security	marketing	post	months	way	update	together	guy	change	history	live	car	write	product	still	now	january	year	space	shows	friend	than	online	america	only	between	article	comes	these	media	real	read	early	using	business	aren	lot	trying	since	month	very	family	put	almost	site	help	soon	actually	event	reason	ask	american	pretty	during	x	close	won	probably	else	look	while	user	game	some	doesn	youtube	go	facebook	click	started	control	links	front	times	man	need	able	based	she	state	key	problem	both	well	page	twitter	home	he	friends	amp	companies	even	ever	never	call	tell	give	answer	before	better	went	content	isn	features	seen	don	m	stop	bad	said	against	appeared	three	website	if	make	left	human	yes	yet	save	popular	super	down	digital	me	did	run	visit	making	sunday	may	maybe	talk	nbsp	interesting	thing	think	first	long	little	anyone	were	performance	especially	show	get	nearly	morning	behind	reading	across	those	different	pay	same	running	money	either	users	enough	videos	again	important	u	public	search	two	share	needs	coming	through	someone	everyone	house	hard	idea	done	least	part	b	tool	most	find	please	point	simple	simply	create	itself	source	big	bit	google	often	back	others	ll	day	text	including	taking	value	thought	latest	add	works	happens	minutes	under	every	would	phone	must	my	keep	end	over	writing	each	group	saturday	got	free	days	already	top	too	took	though	watch	report	full	news	quickly	several	social	gave	everything	why	head	check	no	when	cool	says	goes	today	name	turn	place	given	any	ideas	sure	written	come	case	good	without	seems	blog	there	follow	program	far	list	design	version	short	might	used	friday	feel	story	kind	nothing	windows	his	hit	him	wrote	art	recently	political	questions	question	fast	called	once	app	use	few	something	instead	looks	our	york	their	which	who	looked	view	stories	gets	know	press	because	lead	getting	own	made	book
Joystiq RSS Feed	0	0	0	0	1	0	1	0	1	6	0	1	2	0	0	0	0	0	1	0	1	1	0	1	0	0	2	1	1	0	0	0	1	0	3	0	0	0	0	2	0	1	0	0	0	0	1	0	1	3	1	0	0	0	0	0	1	0	3	4	0	0	0	0	1	0	1	0	0	2	1	0	0	0	0	1	4	0	0	2	0	0	0	1	0	0	0	0	1	1	0	0	0	0	0	1	0	0	0	0	1	0	1	0	0	0	0	2	0	0	0	0	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	3	0	0	1	0	1	0	0	2	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	2	5	3	2	0	0	0	4	3	0	1	1	0	0	1	0	1	0	4	1	0	0	2	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	1	1	0	17	1	1	1	1	0	0	1	0	0	0	1	3	0	0	0	0	0	0	0	1	2	0	0	1	3	0	1	0	2	0	0	0	0	1	0	1	0	0	0	1	1	2	3	1	0	0	0	0	0	1	0	3	3	0	0	0	0	0	0	2	3	1	0	0	1	0	0	0	0	0	0	0	0	0	0	5	0	0	0	1	0	0	1	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1	0	0	1	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	1	0	1	0	0	0	0	1	3	0	0	0	0	0	1	0	0	3	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	7	0	0	0	0	1	0	0	3	0	0	0	1	0	1	0	0	0	1	1	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	2	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	0	1	0	0	1	0	0	2	0	0	1	1	0	0
Derek Powazek	1	0	6	0	0	0	1	1	0	7	0	0	0	1	0	1	4	3	2	1	4	2	2	0	4	1	4	0	1	1	0	1	0	0	7	5	1	1	1	0	0	1	0	2	3	0	1	1	4	0	1	0	2	1	0	0	1	0	3	0	0	0	3	9	3	1	0	0	0	2	0	0	0	1	0	0	1	4	1	3	2	0	2	0	0	0	0	3	1	7	0	0	2	4	1	4	2	1	4	2	0	1	0	1	5	0	0	1	1	1	0	1	1	0	0	1	0	1	2	0	1	0	0	11	1	1	1	0	0	0	0	1	5	1	0	3	0	4	0	0	7	2	6	1	3	7	1	1	0	1	0	2	0	1	3	2	0	1	1	1	1	0	2	1	3	1	4	9	0	4	0	0	1	2	2	0	1	4	0	1	2	2	0	0	1	1	1	0	1	0	1	0	1	1	1	1	2	0	1	0	0	0	1	0	0	0	0	1	0	1	1	0	1	0	0	3	0	1	4	0	0	2	0	0	0	1	1	1	1	0	7	0	1	0	2	2	1	1	0	5	2	0	0	1	1	3	1	0	0	1	1	0	3	1	0	1	1	4	12	0	3	3	1	0	4	0	9	1	1	0	1	1	0	0	0	2	1	15	4	0	1	0	0	0	1	3	0	0	4	4	3	1	7	0	2	0	2	3	6	0	2	0	4	0	1	0	0	3	0	2	0	0	5	0	2	0	0	0	0	9	1	0	1	1	0	1	0	3	0	1	0	2	0	0	2	1	0	0	1	1	2	2	0	1	0	0	2	2	0	4	2	0	0	1	0	1	0	0	0	1	1	1	3	0	0	1	19	0	0	5	2	1	0	0	1	0	4	1	2	2	3	0	1	0	1	1	0	0	0	2	2	1	0	0	2	10	2	0	2	2	0	0	0	0	0	0	1	0	3	0	1	0	0	1	6	1	0	0	0	1	0	1	1	1	2	5	3	1	0	0	3	1	2	1	0	0	0	1	0	1	0	2	0	0	5	8	0	0	3	0	4	2	1	1	0	1	2	6	0	3	0	2	2	2	6
Jeremy Zawodny's blog	2	3	6	0	4	0	3	5	1	5	2	0	2	2	4	5	2	17	0	2	5	0	6	0	2	2	23	3	5	0	4	2	3	4	23	8	3	11	2	0	1	0	2	3	6	2	3	0	8	8	3	2	5	1	0	4	3	0	1	0	1	1	8	1	4	2	0	0	2	5	0	0	1	2	0	1	0	1	1	4	12	0	7	0	0	0	4	10	2	2	2	2	13	0	2	9	0	0	28	6	5	4	0	0	2	4	2	5	0	6	0	2	13	1	1	1	3	6	0	1	2	0	3	7	5	1	0	0	0	3	0	4	1	2	2	6	0	11	0	1	16	7	26	4	4	6	4	0	0	3	0	2	0	0	2	0	13	0	2	0	1	0	0	0	2	1	4	5	0	2	0	0	0	4	0	0	7	2	0	0	1	1	1	3	0	4	4	0	7	3	7	0	16	0	2	0	1	5	1	1	0	1	1	0	1	2	3	0	0	6	1	0	6	0	0	22	1	0	9	0	0	1	2	0	1	3	0	5	0	0	2	0	0	2	4	7	0	1	1	9	0	0	0	4	3	3	1	0	3	0	12	2	6	1	0	0	2	1	6	1	0	2	1	3	1	0	18	4	4	0	0	2	0	0	0	25	1	16	7	1	2	1	0	5	3	3	0	3	3	3	13	10	2	2	24	0	2	0	16	0	0	4	4	8	2	1	0	3	1	0	3	2	2	2	0	4	0	2	1	6	0	0	3	2	0	4	0	5	2	0	0	0	1	0	8	2	3	4	0	2	0	1	0	0	11	0	2	16	3	8	8	0	0	1	7	0	0	0	0	2	4	0	1	8	0	3	21	2	5	9	0	5	4	0	8	1	0	1	4	5	6	1	1	0	3	0	1	3	1	3	2	5	1	2	5	16	1	0	0	3	3	4	1	0	2	0	3	1	1	1	6	1	3	3	19	1	0	2	1	0	0	3	2	1	0	1	0	0	0	0	10	0	4	1	0	2	0	1	0	3	2	1	0	10	13	7	3	0	22	0	13	9	5	1	1	1	1	5	1	6	4	6	0	7	1
@ProBlogger	3	0	5	0	0	0	4	1	0	7	1	0	0	0	1	5	0	2	1	0	6	0	2	0	2	1	5	0	0	0	0	0	0	1	5	1	2	2	0	0	1	1	0	0	3	0	0	3	1	2	1	0	0	0	0	1	1	3	1	0	0	0	3	0	1	0	1	0	0	3	2	0	1	0	0	0	0	0	1	3	1	0	2	0	0	1	2	2	0	5	0	0	0	0	0	4	0	0	5	0	1	1	0	0	1	0	0	0	0	0	0	0	0	7	0	0	0	6	2	0	1	0	4	5	2	0	2	4	2	0	0	1	0	0	0	2	0	3	0	0	2	3	4	0	0	6	0	0	0	0	0	0	0	7	6	2	0	0	0	2	0	0	0	0	1	1	1	3	0	21	0	0	0	1	3	0	1	0	0	1	5	6	1	3	0	0	4	0	2	0	0	0	1	2	0	0	3	0	0	0	0	0	1	0	0	0	0	0	3	0	0	1	1	0	0	2	0	0	0	0	0	2	0	0	0	0	1	3	1	0	0	0	0	0	0	1	0	0	0	5	0	0	0	1	1	0	0	3	0	1	0	2	1	9	1	0	1	4	0	0	4	0	0	0	1	0	4	6	0	0	1	0	0	5	0	0	4	1	0	1	0	2	0	0	0	0	0	0	2	0	0	1	2	0	2	0	1	0	2	0	0	0	0	0	0	0	0	0	1	4	0	0	1	0	1	2	0	0	0	1	3	0	0	2	0	0	0	1	0	0	1	0	0	0	10	1	0	0	2	0	0	0	0	0	0	6	1	0	0	4	2	0	0	1	0	1	1	1	0	0	0	0	6	2	0	4	6	0	2	1	3	1	0	0	1	0	0	1	4	5	0	0	0	0	0	2	2	0	9	1	0	4	0	0	0	4	0	0	0	5	0	1	0	0	1	1	0	0	1	0	3	4	0	37	2	2	0	1	1	0	0	1	0	0	0	0	0	0	1	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	1	2	0	0	0	0	0	9	0	0	0	0	0	0	0
Captain's Quarters	0	0	0	0	0	0	0	1	1	0	0	0	0	1	0	0	0	3	0	0	0	0	0	0	0	0	1	0	1	1	0	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	2	1	0	0	0	0	1	0	1	0	0	0	0	0	3	0	0	1	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	2	1	0	0	0	0	0	0	0	1	0	0	0	0	0	1	3	0	0	2	0	1	0	0	0	0	1	1	0	0	1	0	0	0	0	0	1	1	3	2	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	1	0	2	0	1	1	1	0	1	0	1	0	0	0	0	0	0	0	0	1	0	0	1	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	1	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	2	0	0	0	1	0	0	0	6	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	2	3	1	0	0	0	0	0	1	0	0	0	0	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	1	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	2	0	0	2	0	0	0	0	0	3	0	0	0	0	1	0	1	0	0	2	1	0	1	0	1	0	0	1	0	0	0	0	1	0	0	0	0	0	1	0	1	0	0	0	0	0	0	1	2	0	0	0	1	0	2	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	0	6	1	1	0	3	0	0	0	0	0	0	1	0	1	1	0	0	0	0	0	6	0	1	0	0	0	0	0	1	0	0	0	0	0	0
plasticbag.org	0	0	1	1	0	0	0	0	0	2	0	0	0	0	0	1	1	1	0	0	1	0	4	1	0	0	3	0	0	0	1	1	0	0	1	2	0	1	0	0	0	0	0	0	0	0	2	1	5	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	1	0	0	1	0	0	2	1	0	1	0	0	1	0	0	0	0	0	0	1	3	0	0	0	1	2	0	0	1	0	0	3	0	0	0	1	0	0	0	1	1	0	1	0	0	0	0	2	0	3	1	0	1	1	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	1	0	0	0	0	0	2	1	0	6	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	1	0	0	0	0	2	0	0	0	0	0	0	1	1	1	0	6	1	0	0	0	0	0	0	6	0	0	1	1	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	1	0	0	0	0	0	0	1	0	1	0	0	1	1	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	5	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	1	0	0	0	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	3	0	1	2	0	0	0	0	0	0	1	0	0	1	1	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	1	0	2	2	0	0	1	1	3	0	0	0	0	0	0	1	0	0	0	1	0	0	1	0	0	0	0	0	0	1	0	0	0	1	1	0	1	0	0	0	3	1	0	0	0	0	2	0	0	0	1	0	1	0
ThinkProgress	0	0	3	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	2	0	1	1	0	0	0	0	0	0	2	0	0	0	0	0	0	1	0	0	0	2	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	2	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	1	0	0	0	3	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	0	0	1	0	0	0	2	1	0	0	0	0	0	0	0	1	0	1	0	20	0	2	0	0	0	5	0	0	2	0	0	0	1	0	2	0	0	0	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	1	0	1	2	0	0	0	0	2	0	0	0	0	1	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	2	2	0	3	0	0	0	0	0	2	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	5	0	2	0	2	2	20	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	20	1	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	2	1	1	0	0	0	0	0	0	6	1	0	0	0	0	0	0	0	0	0	0	0	3	1	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	3	3	0	1	0	0	0	0	0	0	0	4	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	3	0	3	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	4	0	3	0	0	0	0	0	0	0	0	3	0	0	0	0	0	1	0	0	1	0	5	0	1	0	0	0	3	1	0	0	0	0	2	2	0
blog maverick	2	0	2	0	0	0	0	1	0	0	1	1	0	1	0	3	0	3	0	0	1	4	0	0	0	0	2	1	1	1	0	0	1	0	1	1	0	0	1	0	0	0	2	0	1	0	1	2	2	0	0	0	0	0	1	1	0	0	3	0	1	0	0	0	1	0	1	1	0	0	2	0	0	0	0	0	1	1	0	1	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	1	1	0	0	0	1	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	2	1	1	0	0	1	7	1	1	2	0	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	1	1	0	0	1	0	0	0	0	0	0	1	1	0	0	1	2	0	1	0	0	2	0	2	0	1	0	0	0	1	0	0	1	0	0	0	2	1	0	0	0	0	0	0	0	0	0	2	0	6	4	0	0	0	0	0	0	0	0	1	0	0	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	2	1	1	0	0	0	0	0	1	0	1	0	0	6	2	0	0	0	0	0	0	0	0	0	1	0	1	0	2	1	0	0	1	0	0	0	0	0	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2	2	0	1	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	2	2	0	1	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	4	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	0	2	0	1	0	0	0	0	3	0	1	0	1	0	0	1
gapingvoid: "cartoons drawn on the back of business cards"	0	0	6	0	0	0	0	0	3	3	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	2	1	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	1	1	0	2	5	0	2	0	1	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	1	2	0	2	0	0	1	0	0	0	0	0	0	2	0	0	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	2	0	2	1	0	0	0	0	1	0	0	0	0	0	0	4	1	2	3	2	0	0	0	1	0	0	1	0	0	3	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	1	3	0	2	0	0	2	0	0	0	0	0	0	0	1	0	0	0	1	0	1	0	0	0	2	0	3	0	1	0	0	0	0	0	1	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	2	1	0	8	1	0	0	0	0	0	0	0	0	1	0	0	0	0	2	1	4	1	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	2	0	2	1	1	0	2	0	0	0	0	1	0	4	0	0	0	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	7	0	1	0	0	0	0	0	0	0	1	1	0	1	0	0	0	1	0	0	0	0	0	0	2	0	0	0	2	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	1	1	1	1	0	0	1	2	1	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	2	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	2	1	0	0	0	2	0	0	1	3	1	0	1	0	0	0	0	0	1	0	0	0	0	0	2	0	2	0	0	0	0	0	1	0	0	0	0	1	1	4
Topix Blog	0	0	0	0	0	0	1	0	0	0	0	0	0	2	0	0	0	1	0	0	0	0	3	0	3	0	1	1	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	1	0	0	0	2	0	2	0	0	0	0	0	1	0	0	1	0	0	1	0	0	0	0	0	0	0	1	2	1	1	1	0	0	1	0	0	1	1	0	0	0	3	0	0	0	0	2	1	3	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	1	0	0	0	3	0	0	0	0	1	3	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	1	0	0	2	0	3	0	2	0	0	4	0	0	2	1	0	0	0	0	0	1	1	1	0	0	1	0	0	1	0	0	0	2	0	0	0	2	0	0	0	0	1	1	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	1	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	2	0	0	3	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	21	2	0	1	0	0	0	0	3	0	1	0	0	0	0	0	0	0	0	1	0	0	1	0	0	2	0	0	1	1	1	1	0	0	0	0	0	0	0	0	2	1	1	0	0	1	0	0	1	0	0	2	0	0	0	0	0	1	0	0	0	0	1	1	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	1	0	1	0	1	0	0	0	0	0	0	1	0	1	0	0	1	0	5	0	0	0	0	0	1	0	0	0	2	0	1	0	1	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	1	0	0	0	0	3	1	0	0	0	1	0	0	0	1	0	0	6	0	3	0	0	0	0	0	0	0	2	0	0	0	1	0	0
How to Change the World	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	1	1	0	0	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	2	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	7	0	0	0	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	8
43 Folders	2	8	28	0	15	0	26	6	0	48	3	3	8	14	1	55	7	26	5	5	24	10	54	3	6	5	46	2	1	15	7	18	6	3	75	16	2	8	3	0	5	4	8	2	21	1	10	5	7	20	20	3	0	6	3	17	10	2	13	7	1	7	22	17	14	9	4	1	3	2	8	4	1	2	11	6	9	20	1	11	77	4	27	6	2	15	3	18	5	13	3	2	45	4	14	21	2	15	21	3	11	18	14	17	14	5	5	3	2	0	1	16	24	11	4	5	9	16	20	11	27	2	11	40	13	16	10	4	12	5	1	37	32	3	6	59	9	10	8	0	25	22	48	4	10	74	7	17	4	3	2	5	0	0	2	4	36	4	3	33	13	0	8	3	3	4	20	41	6	14	1	0	5	36	1	1	22	3	4	5	24	2	19	43	4	8	8	4	39	10	5	2	29	4	3	13	2	30	5	14	4	5	9	2	11	2	4	2	10	8	7	5	10	0	2	28	18	0	21	1	2	2	3	2	3	3	7	21	1	2	29	0	2	15	8	24	4	4	6	39	5	11	2	50	26	26	3	17	4	2	13	27	2	1	0	2	1	46	47	11	6	14	4	0	3	1	59	45	2	4	13	6	2	2	2	9	0	82	13	6	4	11	0	15	14	22	1	2	33	31	29	21	28	14	16	1	8	4	50	5	7	2	13	0	27	7	3	9	4	5	7	5	15	0	10	13	0	1	0	10	4	4	1	7	7	8	2	16	6	10	11	17	6	3	41	10	16	21	7	11	0	6	1	25	7	2	19	25	4	37	16	4	8	1	3	10	0	1	0	3	7	20	12	20	1	1	188	10	7	29	4	13	0	2	2	8	7	13	2	14	2	2	6	0	7	1	2	2	1	2	12	32	1	2	37	30	3	13	10	13	3	5	7	3	38	3	10	16	5	3	26	12	2	5	33	0	0	7	3	10	3	3	16	6	2	7	6	9	7	0	28	3	12	2	3	1	0	0	3	2	3	4	8	11	13	23	4	3	35	1	19	45	70	2	4	2	13	40	0	57	2	11	13	28	25
Autoblog	0	2	2	0	1	0	0	0	2	1	0	0	0	4	1	1	0	1	0	0	0	0	3	1	0	1	0	6	1	0	0	2	0	2	1	9	1	0	0	5	1	0	0	1	0	0	0	0	9	2	0	1	5	0	6	0	10	1	2	0	0	3	1	8	1	0	4	0	0	4	0	2	0	2	0	0	7	0	1	1	0	0	1	0	1	0	2	41	1	2	0	0	0	40	1	4	0	0	9	3	0	0	9	1	0	2	0	12	2	1	2	0	10	6	0	1	0	1	0	0	0	0	40	2	10	1	0	4	2	0	0	1	1	0	0	1	0	5	0	0	0	0	1	0	0	1	6	0	0	0	0	5	0	3	0	1	1	0	0	1	0	0	0	14	1	0	1	2	0	10	0	7	0	5	1	0	2	1	0	2	0	0	1	1	0	0	0	0	0	0	2	1	2	0	1	0	0	2	0	0	0	0	0	0	0	1	4	0	2	0	0	2	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	1	0	0	4	5	0	0	0	3	0	0	0	0	0	1	2	3	0	0	0	1	0	0	5	0	0	1	2	40	1	0	1	1	5	0	0	1	3	0	1	3	0	0	0	1	0	2	0	2	0	0	160	0	0	0	4	1	1	0	0	4	0	0	4	0	0	3	40	1	1	0	0	0	0	0	0	0	0	3	0	0	0	0	0	5	3	1	3	0	0	0	0	1	0	0	7	1	0	0	0	0	40	0	0	1	2	1	0	2	0	0	0	1	0	0	0	0	0	0	0	0	2	0	2	0	0	42	2	0	0	0	1	0	0	4	0	0	0	4	2	0	0	1	6	3	0	0	0	0	5	2	0	0	0	0	0	0	2	1	0	4	0	12	0	0	0	1	0	0	0	0	0	0	1	1	2	0	0	0	0	0	1	0	2	3	4	1	2	0	1	0	1	1	0	0	16	3	0	0	0	1	0	0	0	0	2	0	0	41	0	0	0	2	47	1	0	0	2	0	0	0	4	0	0	2	0	3	0	0	0
